shader_slot,selector,base_name,render_bucket,slot,uv,hidden,artist_name,semantic_portrait_id,portrait_status,activity,channels,formula_ids,formula_expressions,notes,transport_profile_id
vehicle_paint3_enveff.sps > SnowSampler1,vehicle_paint3_enveff.sps,vehicle_paint3_enveff,0,SnowSampler1,0,False,Слой отражения окружения,SEM_A3FBCB161346582D,resolved,active,"{""A"": ""Независимое использование A в проверенном deferred-пути не найдено."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGB_BC1
vehicle_paint3_enveff.sps > DiffuseSampler2,vehicle_paint3_enveff.sps,vehicle_paint3_enveff,0,DiffuseSampler2,1,False,Второй цветовой слой,SEM_81469946AA772F3A,resolved,active,"{""A"": ""Маска: 0 оставляет основной diffuse, 1 выбирает второй слой с tint2."", ""RGB"": ""RGB второго diffuse/livery-слоя.""}",F_DIFFUSE_LAYER2,"w=Layer.A·matDiffuseColor2.w; C=lerp(Cbase, Layer.rgb·matDiffuseColor2.rgb, w)",,DIFFUSE_RGBA_AUTO
vehicle_paint3_enveff.sps > DirtSampler,vehicle_paint3_enveff.sps,vehicle_paint3_enveff,0,DirtSampler,0,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_paint3_enveff.sps > SpecSampler,vehicle_paint3_enveff.sps,vehicle_paint3_enveff,0,SpecSampler,1,False,Упакованная карта бликов,SEM_8BF329E7C64D1191,resolved,active,"{""A"": ""Жёсткость второго paint-блика: в paint1 exponent второго лоба = 15·A."", ""RGB"": ""Второй цветной paint-блик: intensity mask = dot((R²,G²,B), specMapIntMask).""}",F_SPEC_PAINT_DUAL,"ordinary: I≈SpecIntensity·Colour0.R, P=SpecFalloff; paint2: I₂=dot((R²,G²,B),mask)·Colour0.R, n₂≈15·A",,TODO_SPECIAL_SPEC_BA
vehicle_paint3_lvr.sps > DiffuseSampler,vehicle_paint3_lvr.sps,vehicle_paint3_lvr,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_paint3_lvr.sps > DamageSampler,vehicle_paint3_lvr.sps,vehicle_paint3_lvr,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_paint3_lvr.sps > DiffuseSampler3,vehicle_paint3_lvr.sps,vehicle_paint3_lvr,0,DiffuseSampler3,1,False,Второй цветовой слой,SEM_81469946AA772F3A,resolved,active,"{""A"": ""Маска: 0 оставляет основной diffuse, 1 выбирает второй слой с tint2."", ""RGB"": ""RGB второго diffuse/livery-слоя.""}",F_DIFFUSE_LAYER2,"w=Layer.A·matDiffuseColor2.w; C=lerp(Cbase, Layer.rgb·matDiffuseColor2.rgb, w)",,DIFFUSE_RGBA_AUTO
vehicle_paint3_lvr.sps > DirtSampler,vehicle_paint3_lvr.sps,vehicle_paint3_lvr,0,DirtSampler,0,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_paint3_lvr.sps > SpecSampler,vehicle_paint3_lvr.sps,vehicle_paint3_lvr,0,SpecSampler,1,False,Упакованная карта бликов,SEM_8BF329E7C64D1191,resolved,active,"{""A"": ""Жёсткость второго paint-блика: в paint1 exponent второго лоба = 15·A."", ""RGB"": ""Второй цветной paint-блик: intensity mask = dot((R²,G²,B), specMapIntMask).""}",F_SPEC_PAINT_DUAL,"ordinary: I≈SpecIntensity·Colour0.R, P=SpecFalloff; paint2: I₂=dot((R²,G²,B),mask)·Colour0.R, n₂≈15·A",,TODO_SPECIAL_SPEC_BA
vehicle_paint4.sps > DiffuseSampler,vehicle_paint4.sps,vehicle_paint4,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_paint4.sps > DamageSampler,vehicle_paint4.sps,vehicle_paint4,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_paint4.sps > DiffuseSampler2,vehicle_paint4.sps,vehicle_paint4,0,DiffuseSampler2,1,False,Второй цветовой слой,SEM_81469946AA772F3A,resolved,active,"{""A"": ""Маска: 0 оставляет основной diffuse, 1 выбирает второй слой с tint2."", ""RGB"": ""RGB второго diffuse/livery-слоя.""}",F_DIFFUSE_LAYER2,"w=Layer.A·matDiffuseColor2.w; C=lerp(Cbase, Layer.rgb·matDiffuseColor2.rgb, w)",,DIFFUSE_RGBA_AUTO
vehicle_paint4.sps > DirtSampler,vehicle_paint4.sps,vehicle_paint4,0,DirtSampler,0,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_paint4.sps > SpecSampler,vehicle_paint4.sps,vehicle_paint4,0,SpecSampler,0,False,Упакованная карта бликов,SEM_8BF329E7C64D1191,resolved,active,"{""A"": ""Жёсткость второго paint-блика: в paint1 exponent второго лоба = 15·A."", ""RGB"": ""Второй цветной paint-блик: intensity mask = dot((R²,G²,B), specMapIntMask).""}",F_SPEC_PAINT_DUAL,"ordinary: I≈SpecIntensity·Colour0.R, P=SpecFalloff; paint2: I₂=dot((R²,G²,B),mask)·Colour0.R, n₂≈15·A",,TODO_SPECIAL_SPEC_BA
vehicle_paint4_emissive.sps > DiffuseSampler,vehicle_paint4_emissive.sps,vehicle_paint4_emissive,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_paint4_emissive.sps > DamageSampler,vehicle_paint4_emissive.sps,vehicle_paint4_emissive,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_paint4_emissive.sps > DiffuseSampler2,vehicle_paint4_emissive.sps,vehicle_paint4_emissive,0,DiffuseSampler2,1,False,Второй цветовой слой,SEM_81469946AA772F3A,resolved,active,"{""A"": ""Маска: 0 оставляет основной diffuse, 1 выбирает второй слой с tint2."", ""RGB"": ""RGB второго diffuse/livery-слоя.""}",F_DIFFUSE_LAYER2,"w=Layer.A·matDiffuseColor2.w; C=lerp(Cbase, Layer.rgb·matDiffuseColor2.rgb, w)",,DIFFUSE_RGBA_AUTO
vehicle_paint4_emissive.sps > DirtSampler,vehicle_paint4_emissive.sps,vehicle_paint4_emissive,0,DirtSampler,0,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_paint4_emissive.sps > SpecSampler,vehicle_paint4_emissive.sps,vehicle_paint4_emissive,0,SpecSampler,0,False,Упакованная карта бликов,SEM_8BF329E7C64D1191,resolved,active,"{""A"": ""Жёсткость второго paint-блика: в paint1 exponent второго лоба = 15·A."", ""RGB"": ""Второй цветной paint-блик: intensity mask = dot((R²,G²,B), specMapIntMask).""}",F_SPEC_PAINT_DUAL,"ordinary: I≈SpecIntensity·Colour0.R, P=SpecFalloff; paint2: I₂=dot((R²,G²,B),mask)·Colour0.R, n₂≈15·A",,TODO_SPECIAL_SPEC_BA
vehicle_paint4_enveff.sps > DiffuseSampler,vehicle_paint4_enveff.sps,vehicle_paint4_enveff,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_paint4_enveff.sps > DamageSampler,vehicle_paint4_enveff.sps,vehicle_paint4_enveff,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_paint4_enveff.sps > SnowSampler0,vehicle_paint4_enveff.sps,vehicle_paint4_enveff,0,SnowSampler0,0,False,Слой отражения окружения,SEM_D531B3EFA85E995A,resolved,active,"{""A"": ""Вес смешивания первого environment слоя."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGBA_BC3
vehicle_paint4_enveff.sps > SnowSampler1,vehicle_paint4_enveff.sps,vehicle_paint4_enveff,0,SnowSampler1,0,False,Слой отражения окружения,SEM_A3FBCB161346582D,resolved,active,"{""A"": ""Независимое использование A в проверенном deferred-пути не найдено."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGB_BC1
vehicle_paint4_enveff.sps > DiffuseSampler2,vehicle_paint4_enveff.sps,vehicle_paint4_enveff,0,DiffuseSampler2,1,False,Второй цветовой слой,SEM_81469946AA772F3A,resolved,active,"{""A"": ""Маска: 0 оставляет основной diffuse, 1 выбирает второй слой с tint2."", ""RGB"": ""RGB второго diffuse/livery-слоя.""}",F_DIFFUSE_LAYER2,"w=Layer.A·matDiffuseColor2.w; C=lerp(Cbase, Layer.rgb·matDiffuseColor2.rgb, w)",,DIFFUSE_RGBA_AUTO
vehicle_paint4_enveff.sps > DirtSampler,vehicle_paint4_enveff.sps,vehicle_paint4_enveff,0,DirtSampler,0,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
